trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
966,False,"{'a': 0.0015, 'e': 0.23515744745742453}",25,7,16.216539957709333,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
967,False,"{'a': 0.0015, 'e': 0.2348049757061403}",25,11,0.20613264509789375,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
968,False,"{'a': 0.0015, 'e': 0.23445303226615047}",30,24,14.711774116928375,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
969,False,"{'a': 0.0015, 'e': 0.2341016163455822}",20,14,9.62097407486697,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
970,False,"{'a': 0.0015, 'e': 0.2337507271537494}",25,0,28.089028291425656,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
971,False,"{'a': 0.0015, 'e': 0.23340036390115132}",30,13,18.653629451163003,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
972,False,"{'a': 0.0015, 'e': 0.23305052579947047}",30,4,26.694864439071623,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
973,False,"{'a': 0.0015, 'e': 0.23270121206157107}",25,19,13.34110966884274,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.0015, 'e': 0.2323524219014969}",35,24,13.138437140306472,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.0015, 'e': 0.23200415453447004}",30,13,30.25729581446347,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.0015, 'e': 0.23165640917688876}",25,14,9.846340778781325,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.0015, 'e': 0.23130918504632592}",20,0,-36.42656561098255,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
978,False,"{'a': 0.0015, 'e': 0.23096248136152694}",20,0,-6.5824946302125,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
979,False,"{'a': 0.0015, 'e': 0.2306162973424085}",25,0,2.951037281673323,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
980,False,"{'a': 0.0015, 'e': 0.23027063221005634}",30,18,-29.3250334227021,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
981,False,"{'a': 0.0015, 'e': 0.22992548518672384}",25,8,28.200139021251793,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
982,False,"{'a': 0.0015, 'e': 0.22958085549583}",25,11,-23.59600083675291,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
983,False,"{'a': 0.0015, 'e': 0.22923674236195785}",30,14,19.93622225800036,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.0015, 'e': 0.22889314501085276}",30,13,28.016768299815574,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.0015, 'e': 0.2285500626694205}",20,14,12.5916333929169,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.0015, 'e': 0.22820749456572564}",30,8,-0.23033455267875702,"{0: 19, 1: 2, 2: 0, 3: 1, 4: 0}",1
987,False,"{'a': 0.0015, 'e': 0.22786543992898983}",20,0,18.539127239300722,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
988,False,"{'a': 0.0015, 'e': 0.22752389798959005}",30,0,23.264261454568008,"{0: 27, 1: 3, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.0015, 'e': 0.22718286797905665}",25,8,7.574972028796101,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
990,False,"{'a': 0.0015, 'e': 0.2268423491300721}",25,0,-10.864501020781129,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
991,False,"{'a': 0.0015, 'e': 0.22650234067646874}",20,0,-7.078020952992978,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
992,False,"{'a': 0.0015, 'e': 0.22616284185322755}",20,6,14.43554966935519,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.0015, 'e': 0.22582385189647586}",20,10,-2.8680951152378844,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
994,False,"{'a': 0.0015, 'e': 0.22548537004348623}",25,0,20.493251108958777,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
995,False,"{'a': 0.0015, 'e': 0.22514739553267432}",25,1,27.81143248558173,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
996,False,"{'a': 0.0015, 'e': 0.2248099276035974}",20,3,11.788356995102943,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
997,False,"{'a': 0.0015, 'e': 0.22447296549695234}",30,9,6.737209527875681,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 0}",1
998,False,"{'a': 0.0015, 'e': 0.2241365084545744}",20,13,9.270108514321727,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.0015, 'e': 0.223800555719435}",25,11,-29.807960800532044,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1000,False,"{'a': 0.0015, 'e': 0.22346510653564045}",30,0,22.215118938036063,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
1001,False,"{'a': 0.0015, 'e': 0.22313016014842982}",20,0,16.27412862433463,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1002,False,"{'a': 0.0015, 'e': 0.22279571580417368}",35,0,-42.51327734125702,"{0: 30, 1: 1, 2: 3, 3: 0, 4: 1}",0
1003,False,"{'a': 0.0015, 'e': 0.22246177275037207}",20,16,7.849841710143949,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1004,False,"{'a': 0.0015, 'e': 0.22212833023565307}",30,8,-30.874880054811754,"{0: 15, 1: 4, 2: 2, 3: 1, 4: 0}",1
1005,False,"{'a': 0.0015, 'e': 0.22179538750977074}",30,19,-2.2647690493596806,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1006,False,"{'a': 0.0015, 'e': 0.22146294382360387}",20,7,8.007531983944526,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1007,False,"{'a': 0.0015, 'e': 0.22113099842915407}",25,3,-27.819786654628636,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
1008,False,"{'a': 0.0015, 'e': 0.22079955057954403}",20,0,19.90195840256069,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1009,False,"{'a': 0.0015, 'e': 0.22046859952901593}",30,15,14.531969353342088,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1010,False,"{'a': 0.0015, 'e': 0.22013814453292976}",20,12,-7.880446827804336,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1011,False,"{'a': 0.0015, 'e': 0.21980818484776168}",25,7,-0.6473933916930787,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1012,False,"{'a': 0.0015, 'e': 0.21947871973110228}",20,14,-0.09212917988790714,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1013,False,"{'a': 0.0015, 'e': 0.2191497484416548}",30,15,23.347504404560127,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1014,False,"{'a': 0.0015, 'e': 0.21882127023923378}",25,17,15.087574519522434,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1015,False,"{'a': 0.0015, 'e': 0.21849328438476312}",30,1,29.876033117536807,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 0}",1
1016,False,"{'a': 0.0015, 'e': 0.21816579014027454}",25,14,23.747964305256453,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1017,False,"{'a': 0.0015, 'e': 0.21783878676890578}",20,11,-9.496863672047446,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1018,False,"{'a': 0.0015, 'e': 0.21751227353489916}",35,24,11.400742093748374,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1019,False,"{'a': 0.0015, 'e': 0.21718624970359973}",25,5,27.45604920936094,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1020,False,"{'a': 0.0015, 'e': 0.2168607145414538}",35,16,21.426076918547146,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1021,False,"{'a': 0.0015, 'e': 0.21653566731600707}",20,12,7.872038380452273,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1022,False,"{'a': 0.0015, 'e': 0.21621110729590312}",30,0,24.22527923959632,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
1023,False,"{'a': 0.0015, 'e': 0.2158870337508818}",20,9,6.795300966741559,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1024,False,"{'a': 0.0015, 'e': 0.21556344595177754}",20,4,24.35742681100946,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1025,False,"{'a': 0.0015, 'e': 0.21524034317051757}",20,13,14.9761730949368,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1026,False,"{'a': 0.0015, 'e': 0.21491772468012055}",20,14,10.17523109576685,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1027,False,"{'a': 0.0015, 'e': 0.21459558975469478}",25,8,-19.833096129587098,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 0}",1
1028,False,"{'a': 0.0015, 'e': 0.21427393766943642}",25,14,23.2359084864802,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1029,False,"{'a': 0.0015, 'e': 0.21395276770062824}",20,10,-33.48348353252449,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1030,False,"{'a': 0.0015, 'e': 0.21363207912563764}",25,0,-13.498840031429554,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
1031,False,"{'a': 0.0015, 'e': 0.21331187122291523}",25,5,1.6422589836658592,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
1032,False,"{'a': 0.0015, 'e': 0.21299214327199303}",25,7,-11.510613160395028,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
1033,False,"{'a': 0.0015, 'e': 0.21267289455348304}",20,0,27.356819605533616,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1034,False,"{'a': 0.0015, 'e': 0.21235412434907552}",30,20,19.650376291324186,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1035,False,"{'a': 0.0015, 'e': 0.2120358319415374}",20,0,-34.607554024930664,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
1036,False,"{'a': 0.0015, 'e': 0.2117180166147106}",25,11,17.166577448011783,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1037,False,"{'a': 0.0015, 'e': 0.21140067765351048}",20,0,-15.385191613695929,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
1038,False,"{'a': 0.0015, 'e': 0.21108381434392426}",30,8,-12.155112650962609,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1039,False,"{'a': 0.0015, 'e': 0.2107674259730094}",30,8,-14.663054456795306,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
1040,False,"{'a': 0.0015, 'e': 0.21045151182889185}",20,5,14.978660340008663,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1041,False,"{'a': 0.0015, 'e': 0.21013607120076472}",30,21,13.72668821715424,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1042,False,"{'a': 0.0015, 'e': 0.20982110337888643}",20,9,-0.8368097274671102,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1043,False,"{'a': 0.0015, 'e': 0.20950660765457932}",25,20,9.980244322942474,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1044,False,"{'a': 0.0015, 'e': 0.20919258332022778}",20,1,17.284585416200443,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1045,False,"{'a': 0.0015, 'e': 0.20887902966927693}",25,10,-15.460050786302208,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
1046,False,"{'a': 0.0015, 'e': 0.20856594599623096}",35,17,21.798484395064374,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1047,False,"{'a': 0.0015, 'e': 0.20825333159665155}",20,13,11.341480206498312,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1048,False,"{'a': 0.0015, 'e': 0.207941185767156}",20,3,12.162657824465196,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1049,False,"{'a': 0.0015, 'e': 0.2076295078054162}",30,18,0.5015251612885834,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1050,False,"{'a': 0.0015, 'e': 0.20731829701015653}",30,0,23.30513215815638,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
1051,False,"{'a': 0.0015, 'e': 0.20700755268115265}",20,0,10.313352583075014,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1052,False,"{'a': 0.0015, 'e': 0.20669727411922956}",30,18,-35.005163307679226,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1053,False,"{'a': 0.0015, 'e': 0.20638746062626045}",25,5,23.782030929408858,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1054,False,"{'a': 0.0015, 'e': 0.20607811150516483}",30,2,-4.348294515454439,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 0}",1
1055,False,"{'a': 0.0015, 'e': 0.20576922605990708}",25,4,17.54579028047109,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1056,False,"{'a': 0.0015, 'e': 0.20546080359549473}",20,13,12.3578713071079,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1057,False,"{'a': 0.0015, 'e': 0.20515284341797715}",20,2,20.26711028727797,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1058,False,"{'a': 0.0015, 'e': 0.2048453448344438}",25,13,-27.8047837146296,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1059,False,"{'a': 0.0015, 'e': 0.2045383071530228}",25,9,-8.103033374131543,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
1060,False,"{'a': 0.0015, 'e': 0.20423172968287914}",20,4,4.621900731017015,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1061,False,"{'a': 0.0015, 'e': 0.20392561173421342}",20,15,10.300852549954906,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1062,False,"{'a': 0.0015, 'e': 0.20361995261826013}",25,10,29.15459667508621,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1063,False,"{'a': 0.0015, 'e': 0.20331475164728618}",20,5,-93.53575392226422,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 2}",1
1064,False,"{'a': 0.0015, 'e': 0.2030100081345892}",25,0,-4.491533220535326,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1065,False,"{'a': 0.0015, 'e': 0.2027057213944961}",25,7,29.947745989904355,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1066,False,"{'a': 0.0015, 'e': 0.2024018907423617}",20,2,11.068019337853153,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
1067,False,"{'a': 0.0015, 'e': 0.2020985154945669}",20,6,12.741744837874071,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1068,False,"{'a': 0.0015, 'e': 0.20179559496851718}",30,0,-5.990972524824584,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
1069,False,"{'a': 0.0015, 'e': 0.20149312848264125}",20,0,18.07877689484263,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1070,False,"{'a': 0.0015, 'e': 0.20119111535638948}",20,6,-36.454612656492614,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
1071,False,"{'a': 0.0015, 'e': 0.20088955491023208}",25,15,19.449110126977313,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1072,False,"{'a': 0.0015, 'e': 0.200588446465658}",20,6,3.837851368398908,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1073,False,"{'a': 0.0015, 'e': 0.20028778934517305}",30,12,-62.975234860392256,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
1074,False,"{'a': 0.0015, 'e': 0.1999875828722987}",25,0,38.87128820645891,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1075,False,"{'a': 0.0015, 'e': 0.19968782637157012}",20,0,-20.490232727780615,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1076,False,"{'a': 0.0015, 'e': 0.19938851916853514}",25,9,28.764873304186032,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1077,False,"{'a': 0.0015, 'e': 0.1990896605897524}",30,15,27.337820682355122,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1078,False,"{'a': 0.0015, 'e': 0.19879124996279}",30,16,-29.934753225433038,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1079,False,"{'a': 0.0015, 'e': 0.19849328661622387}",20,10,9.81361736809076,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1080,False,"{'a': 0.0015, 'e': 0.19819576987963633}",20,8,22.825478511780897,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.0015, 'e': 0.19789869908361465}",30,5,14.897251053964927,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
1082,False,"{'a': 0.0015, 'e': 0.19760207355974946}",20,11,16.782766562651634,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1083,False,"{'a': 0.0015, 'e': 0.19730589264063308}",20,8,24.66432957787576,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1084,False,"{'a': 0.0015, 'e': 0.19701015565985838}",20,0,-23.60298397280713,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1085,False,"{'a': 0.0015, 'e': 0.19671486195201704}",30,0,-11.6017316409709,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
1086,False,"{'a': 0.0015, 'e': 0.1964200108526981}",25,0,-45.268382713874,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
1087,False,"{'a': 0.0015, 'e': 0.19612560169848642}",30,19,-1.921579957838257,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1088,False,"{'a': 0.0015, 'e': 0.19583163382696128}",20,0,-12.87950453271373,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1089,False,"{'a': 0.0015, 'e': 0.1955381065766949}",30,14,16.094355468908084,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
1090,False,"{'a': 0.0015, 'e': 0.19524501928725083}",25,12,24.852499192225178,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1091,False,"{'a': 0.0015, 'e': 0.1949523712991825}",20,12,15.578381806596255,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1092,False,"{'a': 0.0015, 'e': 0.19466016195403182}",20,0,-48.53745645548423,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
1093,False,"{'a': 0.0015, 'e': 0.19436839059432767}",20,7,-21.230898611806563,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
1094,False,"{'a': 0.0015, 'e': 0.1940770565635844}",25,1,37.05217740977478,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1095,False,"{'a': 0.0015, 'e': 0.1937861592063002}",20,13,3.1778735878462325,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1096,False,"{'a': 0.0015, 'e': 0.19349569786795603}",25,11,-26.872338730716294,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1097,False,"{'a': 0.0015, 'e': 0.19320567189501364}",20,8,12.728771947442171,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1098,False,"{'a': 0.0015, 'e': 0.19291608063491458}",20,4,10.998639315654941,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
1099,False,"{'a': 0.0015, 'e': 0.19262692343607832}",30,11,-11.41345840156751,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
1100,False,"{'a': 0.0015, 'e': 0.19233819964790103}",20,7,2.3865757869913553,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1101,False,"{'a': 0.0015, 'e': 0.19204990862075408}",30,12,-18.369256005821857,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1102,False,"{'a': 0.0015, 'e': 0.19176204970598262}",30,0,-4.870556949895117,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
1103,False,"{'a': 0.0015, 'e': 0.19147462225590384}",20,3,25.33440255088802,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1104,False,"{'a': 0.0015, 'e': 0.1911876256238059}",20,10,17.504785336895488,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1105,False,"{'a': 0.0015, 'e': 0.19090105916394629}",20,0,-4.4638846863354225,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1106,False,"{'a': 0.0015, 'e': 0.19061492223155038}",25,12,10.899943724770393,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1107,False,"{'a': 0.0015, 'e': 0.19032921418280985}",30,17,-12.700802940415672,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1108,False,"{'a': 0.0015, 'e': 0.19004393437488154}",25,5,-7.19421452870818,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1109,False,"{'a': 0.0015, 'e': 0.18975908216588572}",30,20,-4.085330731448681,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1110,False,"{'a': 0.0015, 'e': 0.1894746569149049}",20,12,14.606968602402324,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1111,False,"{'a': 0.0015, 'e': 0.18919065798198204}",30,18,19.895754414264648,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1112,False,"{'a': 0.0015, 'e': 0.18890708472811943}",25,9,28.486334661681266,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1113,False,"{'a': 0.0015, 'e': 0.1886239365152772}",25,0,28.84325237512407,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1114,False,"{'a': 0.0015, 'e': 0.18834121270637166}",20,0,-65.25922070795744,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
1115,False,"{'a': 0.0015, 'e': 0.18805891266527416}",30,13,18.214065860169985,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1116,False,"{'a': 0.0015, 'e': 0.1877770357568095}",20,0,-1.7738306281865448,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1117,False,"{'a': 0.0015, 'e': 0.18749558134675456}",20,0,24.49065080965262,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1118,False,"{'a': 0.0015, 'e': 0.18721454880183672}",20,12,10.557948677512329,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1119,False,"{'a': 0.0015, 'e': 0.18693393748973264}",25,18,11.13398549053284,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1120,False,"{'a': 0.0015, 'e': 0.1866537467790668}",20,15,3.169310944551923,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1121,False,"{'a': 0.0015, 'e': 0.18637397603940997}",25,4,-30.14774786990882,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 1}",1
1122,False,"{'a': 0.0015, 'e': 0.18609462464127785}",25,13,8.364890507544647,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1123,False,"{'a': 0.0015, 'e': 0.18581569195612965}",25,18,16.2386332395318,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1124,False,"{'a': 0.0015, 'e': 0.18553717735636674}",25,13,18.98312857886743,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1125,False,"{'a': 0.0015, 'e': 0.18525908021533122}",20,5,-10.699740692168296,"{0: 12, 1: 2, 2: 0, 3: 1, 4: 0}",1
1126,False,"{'a': 0.0015, 'e': 0.18498139990730428}",20,4,-0.052047600223361634,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
1127,False,"{'a': 0.0015, 'e': 0.1847041358075052}",20,0,-54.89110835338933,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
1128,False,"{'a': 0.0015, 'e': 0.18442728729208957}",25,0,19.134348647753882,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1129,False,"{'a': 0.0015, 'e': 0.1841508537381482}",25,0,21.643051236570408,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1130,False,"{'a': 0.0015, 'e': 0.18387483452370543}",30,20,-35.90890974136013,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1131,False,"{'a': 0.0015, 'e': 0.18359922902771786}",30,15,15.137137300977946,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1132,False,"{'a': 0.0015, 'e': 0.18332403663007307}",25,12,0.0885050710399391,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1133,False,"{'a': 0.0015, 'e': 0.18304925671158812}",20,14,10.538892873687493,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1134,False,"{'a': 0.0015, 'e': 0.1827748886540079}",20,0,17.36080885480668,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1135,False,"{'a': 0.0015, 'e': 0.1825009318400043}",35,26,17.57643993696161,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1136,False,"{'a': 0.0015, 'e': 0.1822273856531743}",20,0,-27.184733638884484,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1137,False,"{'a': 0.0015, 'e': 0.18195424947803895}",20,0,21.090859497928033,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1138,False,"{'a': 0.0015, 'e': 0.18168152270004165}",35,25,18.288920548525454,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1139,False,"{'a': 0.0015, 'e': 0.18140920470554706}",20,11,2.4675185556597103,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1140,False,"{'a': 0.0015, 'e': 0.1811372948818396}",20,12,-28.368905888940873,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1141,False,"{'a': 0.0015, 'e': 0.1808657926171221}",20,0,-27.955568907722252,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
1142,False,"{'a': 0.0015, 'e': 0.18059469730051422}",20,8,1.5989385704988885,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1143,False,"{'a': 0.0015, 'e': 0.18032400832205148}",25,16,-1.8110300632128893,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1144,False,"{'a': 0.0015, 'e': 0.18005372507268352}",20,6,-11.320035560538425,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1145,False,"{'a': 0.0015, 'e': 0.17978384694427296}",30,19,-21.894648849224517,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
